Sentiment,Text
1,klo yes bingitscoba seandaix anak2 video sprt gin video kreativ bagus dripda video mesumatau ngelem bau negativ bikin dosa maluin ortu
1,bagussss dandan natural ga permak kayak anak jaman now
1,kereeeeennnn nyanyi santai
1,polosssskerenga neko2 kayaknyajossss
1,yesssssss bagus bgt kids jaman now diksh jempolllll
1,wajah2 anak skul bgt yaakk mase alami bgt suka liat lagu ma keren palg pake bando mantap
1,keren dasar cantik tinggal poles dikit sinar
1,bngetpecah jg cakep
1,keren bgt suaranyatinggal permak biar tmbh cantikviralkann
1,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa
1,yes yes yeskirain lypsinc habis suaranyaeh dua2nya nyanyi bareng ngeh aslikereennn
1,keren bakat ntar jg klo jd artis duit muka cemerlang
1,keren min orang2 bakat kaya gin up publik
1,kereeen bgt kyk gin kids jaman now
1,mrinding bagus poll d jaga dek polos jng smpek kyk aw2
1,kereenn sumpaah bagus
1,ampun lakikny ganteng rini cantik mungil skrg
1,suami swett liat syg bgt ma istri ganteng haaaaaaa so swett smg langgeng sllu
1,mbak rini hamil selamat mbak moga kandung sehat mbak rini bahagia hamil moga lancar proses salin
1,kasi anak jgn sampek anak rusak jugak kek emaknya yaa
1,kalo pasang cantik ganteng suka deh liat
1,hamil selamat mbak sandra moga hamil sehat fit moga lancar prosesi salin calon nih
1,happysukakkk bgt sm nih couplesalah pasang sempurna gw
1,lihat infotainment nikah wkt jelang nikah sandra dewi bilang klo calon suami cepat anak hbs nikah krn suka anak sdh prepare program2 laku klo dlm wkt blm kasih anak but finallycongratssemoga lancar sehat trs sampe lahir
1,keluarga terhumble sempurna sederhana engga sok lihat kaya ga pnah manja pake pesawat jet pribadi kayak
1,bunda maia cantik moga slalu sukses sehat trs cantik wajah cantik hati
1,artis kaguminn nikah muda ga neko2 syg keluarga syg suami utama anak2 ga puyeng ama dunia hibur artisann tajirrr mampuss plus ga alayy ga aneh2 salutt ama niaa smiga slalu samawa yaa nia and famzz
1,username jujur fans nia tenar sinteronnya urus keluarga salut ama muda itungannya beda 23 t
1,smnjk hbs nikah aura keluarr bgt suami jg kliatan syg nia kliatan gt tulusss sukak deh liat
1,mngkin s marah2 krna ad kata2 ga enk dr komenwajar kl marahtoh it foto aj ko d bullysampe bawa2 fisik sgala ga bgus pinter2 mnyikapi medsos
1,cantik yak anak cewe puyeng yak jagain
1,username ariel gak ganteng ariel kharisma tarik tua skrang keriput wajah ttp kharisma lelaki liat pancar bukti mama tante tergila2 ariel sa
1,manusia harga kalo tulis tulis sakit hati orang tulis sosmed smart guys
1,kalo liat username gaya ttp kliatan bagus suka lgu sukses trus kak
1,bangat emasnyajadi salpok diemasnyatp sumpah lagu music keren bngatapalagi konsep mv ambil handelkan keren sayakalo denada taro kutang krn minim perestasitp kalo agnes hal wajarprestasi dunia fashion kalo artis indonesia unggulkrn berani gak cocok pake
1,coba deh kritik2 bikin karya tau bagus kritik
1,protes sihyang protes coba usaha dehjangan usaha pendek yabutuh go internationaljangan protesklau kaliam go international
1,keren ga suka ma agnes tp suka ma lagu n jd suka jg ma y nyanyi santai lagu tp asyik
1,bandingin lagu go internasional ngena seru enak didenger tumben agnes gak bumbu indonesia kaya batik gtu
1,keren superman wkwkwk
1,sumpah suka bgt lagu asik bgt dengernyaa
1,enak mak lagu2 album suka inih sm beautiful mistake
1,mantap gw suka bngt ama agneskarena dy artis talenta kaya dy ga pamer ky artis ygblaingw suka dy ga pamerkeren bngt
1,enakk musik nyaa lhatt ka agnes nyaa dance kaya nyaa nyamaann enakk bgt tuh kayaa nyaa
1,asik bgts dancenyaapa lg lagu mancappppp
1,ganteng aura kenceng diragukansemoga langgeng mami
1,mami depe cantik awet muda ngga kalah sm nyanyi moga samawa username
1,ganteng yesss mami cuco deh babang moga langgeng unchhh lope mami
1,mbak dewi sabar keliahatannya keren moga langgeng
1,pasang hidup ijk salut mami depe ga matre n neko2 single n cocok doi ajak rit ga kyk tetangga sblh saking matrenya suami org embat jg
1,duda singgel ngak laki jaman setia teman dunia akhirat amin good luck dewi persil sehat slalu dlm karya
1,muantepp gantengselamat tempuh hidup mg langgeng rumah tanggax bhagia n selladem ayem
1,mb depe langgeng yo karo masnymb ngefans bgt sm mb depe dri mb sm saiful dlu smpe2 blng jdi pembntuny gapapala ktnypgn bgt ktmu mb depe dijambi mb
1,dengar 2 sakit hati tenang jalanin pilih andah bahagia hati maju trus sukses pasang mu
1,cakepganteng pacar dewi persikudah jgn ganti lg yaa dewi
1,untung bella orang2 fokus ama komen laki coba kalo ngga model baju diceramahin ama netizen
1,pasang suami istri normal romantisme istri tau ga umbar tp jaga suka umbar mesra iti tutup nyata
1,naksir ama cewek kyanya lembut kya bolu
1,cewex cntik cowox mmmmhh hehe
1,cewenya cantikk the power of tajir
1,ganteng babang emran username
1,username gak engku emran masyaallah ganteng anteng sabar sholeh nyanyang senyum cute baper dech
1,cantik manis cewe cocok
1,cewenya manis cakep skrg dr kmrn ga jd
1,lbh cantik hebat jg ni lakik ciwik cakep2 lho
1,moga klo sma mhklo bella mh dapet
1,moga ga putus ka bella bahagia tuh ga malu
1,yaampun cantiikk bangett asli angguunn
1,username euum tuju cantik pelihara hehe
1,cantiik senyum maudy kusnaedi
1,kisah jevin radhini rini jd ajar 1 hal jodoh jalan ngikutin dr nonton live the remix jevin ngomong pacar nonton nunjuk radhini jg nntn jevin luk radhini erat bgt backstage stlh lolos final liat jevin anak gentle tulus sayang allah maha pembolakbalik hati mei 15 jevin radhini pcrn sept 15 jevin rini dipasangin the remix des 15 final the remix jan 16 jevin radhini putus feb 16 jevin rini pcrn april 16 jevin ngelamar rini feb 17 jevin rini tunang mei 17 jevin rini nikah allah works in many ways allahs plan is better than our plan jevin dulunya berfikiran nikah umur 30 sangka umur 25 dlm pcrn 2 ngajakin anak orang nikah ah happy wedding soundwave bahagia
1,arti jodohini bilang jodohcantik lahir batin kl ga jodoh pisah
1,pingkan ni enak bindeng2 gimana gt khas gw merem denger gw udh langsung tauk
1,hati mbaa gigi hati luarbiasanya ajah sampe benci cobaa sebutin heternya mbaa salah gigi laku duhh ajah sukak sifatnyaaaaaaaaaaa
1,suka nih ni artis gak neko neko nyata lahir 1996
1,alhamdulillahhh ngepost ayangnya ibel biarin deh damai isi dunia masing2 sdh pasang engga lg bilang ibel pho happy bday ibel
1,kakak murid2ku msh ngajar sekolah internasional mihil anak cantik2 bpk ramah bngt sepupu sekolah uang masuk 70 jtan lbhsiswa g tau skrg brp
1,username ka bella sholehah hasil cantik allah kasih jodoh
1,mbak bela nikah dasar dasar agama mbak utama biar laki2nya dpt laki2 kaya raya nikahin mbak
1,duh geulis kitu tinggal duuuhhhh hahaha jodoh allah kasih teeeh
1,ameeel ga bankkangen amel cantikramahbaik ama kangen tenteng hihiii amelnya pindah rumah lg hamil sehat2 yaa amelsalam annabel
1,ambil positif mbak oma nan jalan mbak bilang gimana nggak oma langsung cerai pilih hidup gimana doa moga langgeng nikah ibadah heheu username
1,alesha arti nama lindung allahaamiin yra nak
1,moga anak bsok bangun langsung jd dewasa biar jodoh gede ntar cakep kek kakak fahri
1,min mnta doa jg mudah lancar selamat lahir mei aamiin
1,waaah hamil cantik cew yeee debay
1,acha cantik calon blm d kasih momong sm allah smoga
1,gemulai momo putri keraton jawa moga maut pisah gbu
1,kaya manggung kk username moga lancar cepat momong biar princess momo gak prince
1,waaahhh sm dokter sigit dokter the best humble orgnya recomend program hamil
1,ashanti bunda the best slalu belainsupport anak mskipun bkn ank kndung
1,smua orng hak laku suka g mrugikan ornglain aurel dandan natural hak aurel pinter dandan kliatan cantiiik
1,untung aurel dpt sambung kaya ashanti username
1,salut ma bunda username mskipun sambung tpi sellu jdi org plingbdpan mmbela aurel n azriel dri pra hatters
1,keren ashanty sayang anak nyapadahal anak kandung kandung blm orang hati kek bidadari tv tv untung aurel azriel tiri
1,salut bunda username slalu trdpan lindung ankyhmngalahin kandung sndri cma diam ajjbt aurel pa slah pd dya jga manusia cipta allah klau dya lbh sgla yh dri suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti aurel lbh baek n bgs dri nyinyiiir
1,tiri hebat ntr klo dah 20an rawat skrg msh muda kasi klo paksa rawat tutup mata tutup kuping skrg
1,username aurel cantik tau liat asli org sirik jelek jelek muka tente cantik muda aurel aurel foto nampak putib bilang suntik putih lihat hitam bilang gk ra
1,username astagfirullah mbak tolong jaga allah cipta manusia sempurna mbak ngomongnya kayak aurel cantik wajar manusia mbak ashanti wajar bain anak caper mbak sia
1,aurel perempuan hebat bgt zaman pipi mimi ny lihat mata ga anak bs strong kyk nyinyir iri krn aurel bs keluarga bahagia kyk skrg blg bunda ash lebay blm anak hati2 sayangkm jg perempuan jd bayangin anak jd korban bully
1,ganteng klo ga salah managernya moga d lancar yaa
1,muka insya allah jodoh dunia akhirat mbk username amiiii
1,cantik banggeett kak depe gk liat loh klo dy nikah msh gadis wajah cantik moga lancar h kak depe bahagia dunia akhirat aammiinnn
1,dadddd moga dateng yaaa papapapa moga sehat saksi anakanaknya nikah aamiin
1,moga lancar nikah ayah lekas temu sehat
1,moga nikah lancar y mb jgn larut sedih kl bapak tiri gak bapak kandung sj alas anak kandung bapak larang sj bapak istri kl sibapak berrti cerita yaa
1,yea polisi pinter hahahaha langsung belok sim nembak gatau rambu2 surat perintah yaelah lu pikir rumah lu geledah
1,nikah baguass deh smoga kelak jd kluarga samawa
1,lucu kak abbey cantik kayak orang haru
1,ketemu artika sari disesemall jakartaampunnn ayuneemana semampaimurah senyummmcakep pis
1,bener pepatah yess buah jatuh gak pohon cantik dapet mama bagus pinter nyanyi darah seni papa calon generasi hebat
1,bahagia anak cantik bakat syukur bnr titip indah
1,moga ikan sehat rezeki berlimpaah
1,moga sehat murah rejekinya
1,pria setia kerja keras tdk malu pilihpilih cari nafkah kebalikanbeda bgt orang kenal mentang2 ganteng nganggur jd ojol udh istri diselingkuhin kalo
1,doa istri anak bang lelaki tanggung karna kalo laki2 tanggung otomatis sayang dgn anak istri beda dgn sayang tanggung
1,allah bahagia gak dgn mewah sederhana aj deh bahagia komunikasi dgn keluarga
1,cari rejeki utk keluarga tdk kenan tolong keras
1,salut banting tulang hidup keluargayg duduk bangku empukpakai ac merampokyg rakyat jelata
1,amin smg lancar n mudah rejeki jd inget suami sy jg gojek srg nlp nanyain anak istri mkn blm pdhl mgkn sempet mkn ngga hujan2an n panas2an tp ga penh keluh komunikasi n ttp keep in touch sela2 sibuk bangga n ttp juang y ms gojek krn anak n istri doa
1,respect istri n anak2 tunggu sabar rumah insya allah allah swt jaga
1,lakilaki beneran juang unt anak istri bahagia istri dunia rejeki ga disangkasangka akherat surga kelak amiin
1,bangga suami istri profesi juara sehat gojek moga lacar rejekimu amiiin
1,apaoun kerja halal u tuk nafkah keluarga semangat
1,gojek mayoritas pegangguran gak kerja trus putus asaa tibatiba lapang kerja gak pake ijasah lapang kerja bantu
1,username asli cantik ayu loh mbak krn temu langsung sembak ramah sombong mantan2 hhe maaf nimbrung kalo makeup natural krn sembak tonjol wa
1,username suami umur tua suami gak kekanak kana hehe
